,Unnamed: 0,年月,総計,北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県,国外,北海道運輸局,東北運輸局,関東運輸局,北陸信越運輸局,中部運輸局,近畿運輸局,中国運輸局,四国運輸局,九州運輸局,沖縄総合事務局,年,月,ファイル名,シート名,施設所在地,経度,緯度,known,unknown
132,132,2013-03-01,13041.0,17.0,11.0,19.0,6.0,2.0,4.0,12.0,16.0,9.0,17.0,72.0,99.0,2913.0,285.0,49.0,144.0,560.0,2990.0,59.0,78.0,314.0,86.0,1226.0,295.0,444.0,656.0,1300.0,273.0,213.0,51.0,3.0,10.0,35.0,123.0,4.0,13.0,60.0,6.0,5.0,13.0,15.0,3.0,7.0,0.0,0.0,4.0,3.0,234.0,17.0,54.0,3470.0,831.0,4911.0,2937.0,175.0,84.0,42.0,3.0,2013,3,1001820,参考第2表(3月),福井県,137.1262,35.5381,12524.0,517.0
133,133,2013-02-01,11970.0,3.0,0.0,21.0,11.0,0.0,2.0,8.0,35.0,15.0,33.0,74.0,59.0,1639.0,173.0,18.0,105.0,642.0,3542.0,5.0,136.0,327.0,140.0,1360.0,214.0,432.0,675.0,1194.0,204.0,181.0,62.0,2.0,0.0,37.0,28.0,5.0,10.0,71.0,11.0,4.0,23.0,5.0,3.0,7.0,0.0,3.0,3.0,0.0,204.0,3.0,42.0,2033.0,901.0,5583.0,2748.0,72.0,96.0,44.0,0.0,2013,2,1001820,参考第2表(2月),福井県,136.8314,35.5608,11522.0,448.0
134,134,2013-01-01,11771.0,8.0,4.0,2.0,15.0,8.0,4.0,16.0,24.0,21.0,27.0,69.0,91.0,1474.0,214.0,33.0,93.0,571.0,3742.0,41.0,31.0,233.0,331.0,1331.0,166.0,316.0,543.0,1228.0,238.0,160.0,34.0,1.0,0.0,36.0,71.0,0.0,4.0,83.0,2.0,47.0,44.0,0.0,20.0,7.0,0.0,0.0,0.0,7.0,148.0,8.0,49.0,1961.0,728.0,5803.0,2519.0,108.0,136.0,71.0,7.0,2013,1,1001820,参考第2表(1月),福井県,136.7941,35.5433,11390.0,381.0
135,135,2012-12-01,25161.0,13.0,4.0,1.0,16.0,2.0,19.0,32.0,11.0,29.0,14.0,32.0,87.0,1634.0,301.0,106.0,264.0,746.0,12805.0,10.0,82.0,452.0,122.0,2644.0,385.0,1056.0,734.0,1781.0,526.0,386.0,34.0,7.0,0.0,76.0,46.0,18.0,4.0,73.0,2.0,50.0,30.0,0.0,9.0,5.0,0.0,0.0,0.0,9.0,218.0,13.0,74.0,2118.0,1198.0,16408.0,4517.0,147.0,129.0,44.0,9.0,2012,12,990267,参考第2表(12月),福井県,136.5185,35.6833,24657.0,504.0
136,136,2012-11-01,24234.0,46.0,6.0,23.0,21.0,28.0,20.0,110.0,84.0,35.0,55.0,176.0,153.0,1567.0,322.0,751.0,442.0,745.0,9023.0,139.0,136.0,1074.0,443.0,2243.0,606.0,572.0,939.0,2284.0,728.0,349.0,148.0,2.0,32.0,67.0,54.0,20.0,44.0,90.0,17.0,17.0,38.0,12.0,16.0,31.0,9.0,37.0,17.0,2.0,164.0,46.0,208.0,2531.0,2074.0,13389.0,5020.0,175.0,168.0,160.0,2.0,2012,11,990267,参考第2表(11月),福井県,136.6775,35.6631,23773.0,461.0
137,137,2012-10-01,18828.0,26.0,0.0,26.0,28.0,6.0,6.0,185.0,83.0,57.0,23.0,186.0,179.0,1693.0,319.0,814.0,638.0,437.0,5741.0,75.0,117.0,459.0,480.0,1847.0,231.0,486.0,879.0,1819.0,551.0,144.0,59.0,12.0,11.0,72.0,89.0,29.0,29.0,340.0,22.0,5.0,40.0,8.0,10.0,4.0,6.0,7.0,6.0,2.0,236.0,26.0,251.0,2615.0,2006.0,8758.0,3938.0,213.0,396.0,81.0,2.0,2012,10,990267,参考第2表(10月),福井県,136.8486,35.6766,18286.0,542.0
138,138,2012-09-01,17717.0,26.0,26.0,54.0,61.0,26.0,72.0,104.0,51.0,42.0,48.0,143.0,164.0,1512.0,393.0,368.0,351.0,700.0,4405.0,28.0,104.0,411.0,182.0,1372.0,228.0,551.0,947.0,2542.0,618.0,365.0,46.0,10.0,8.0,62.0,37.0,14.0,8.0,1130.0,13.0,7.0,45.0,0.0,25.0,7.0,4.0,9.0,7.0,0.0,86.0,26.0,343.0,2381.0,1523.0,6598.0,5069.0,131.0,1158.0,97.0,0.0,2012,9,233100,参考第2表(9月),福井県,136.5934,35.5176,17326.0,391.0
139,139,2012-08-01,39905.0,59.0,9.0,163.0,20.0,27.0,60.0,20.0,171.0,152.0,42.0,280.0,155.0,3173.0,350.0,200.0,492.0,803.0,4654.0,103.0,153.0,1552.0,222.0,4521.0,1175.0,1466.0,6223.0,7831.0,2629.0,1024.0,379.0,19.0,91.0,116.0,96.0,16.0,29.0,121.0,16.0,18.0,17.0,111.0,56.0,97.0,11.0,98.0,3.0,44.0,210.0,59.0,299.0,4426.0,1648.0,12124.0,19552.0,338.0,184.0,393.0,44.0,2012,8,233100,参考第2表(8月),福井県,136.3903,35.2248,39067.0,838.0
140,140,2012-07-01,18468.0,13.0,11.0,53.0,39.0,7.0,57.0,98.0,53.0,28.0,51.0,154.0,92.0,1210.0,156.0,322.0,357.0,557.0,4509.0,34.0,130.0,776.0,108.0,1950.0,433.0,631.0,1293.0,2971.0,1140.0,413.0,145.0,8.0,13.0,55.0,31.0,16.0,24.0,46.0,22.0,12.0,26.0,21.0,5.0,13.0,3.0,10.0,3.0,10.0,101.0,13.0,265.0,1778.0,1366.0,7776.0,6593.0,123.0,104.0,81.0,10.0,2012,7,233100,参考第2表(7月),福井県,136.524,35.4659,18109.0,359.0
141,141,2012-06-01,15964.0,10.0,8.0,0.0,57.0,0.0,46.0,20.0,27.0,36.0,76.0,66.0,193.0,1200.0,195.0,328.0,619.0,446.0,6225.0,24.0,87.0,487.0,162.0,861.0,161.0,495.0,393.0,2545.0,342.0,130.0,95.0,10.0,26.0,43.0,23.0,13.0,12.0,53.0,6.0,10.0,21.0,7.0,30.0,5.0,9.0,5.0,3.0,2.0,152.0,10.0,131.0,1817.0,1480.0,7896.0,4000.0,115.0,81.0,80.0,2.0,2012,6,223996,参考第2表(6月),福井県,136.6246,35.6617,15612.0,352.0
142,142,2012-05-01,17518.0,40.0,5.0,0.0,13.0,34.0,28.0,25.0,59.0,19.0,31.0,103.0,147.0,1469.0,222.0,163.0,381.0,2234.0,5203.0,18.0,114.0,459.0,131.0,1352.0,271.0,502.0,1138.0,1473.0,471.0,180.0,38.0,19.0,14.0,65.0,441.0,9.0,8.0,47.0,66.0,7.0,48.0,6.0,8.0,12.0,12.0,6.0,3.0,2.0,199.0,40.0,105.0,2068.0,2892.0,7416.0,3802.0,548.0,128.0,95.0,2.0,2012,5,223996,参考第2表(5月),福井県,136.5741,35.6824,17096.0,422.0
143,143,2012-04-01,21141.0,36.0,0.0,25.0,7.0,10.0,582.0,101.0,18.0,9.0,6.0,101.0,88.0,1530.0,248.0,92.0,220.0,477.0,4373.0,4.0,75.0,325.0,130.0,1167.0,269.0,413.0,608.0,8210.0,718.0,191.0,48.0,9.0,29.0,61.0,83.0,28.0,32.0,5.0,68.0,3.0,50.0,1.0,2.0,7.0,5.0,11.0,0.0,0.0,372.0,36.0,725.0,2004.0,864.0,6264.0,10188.0,210.0,108.0,76.0,0.0,2012,4,223996,参考第2表(4月),福井県,136.3974,35.3534,20475.0,666.0
144,144,2012-03-01,22971.0,35.0,6.0,29.0,116.0,32.0,248.0,22.0,50.0,6.0,59.0,102.0,95.0,1768.0,395.0,149.0,301.0,977.0,8333.0,6.0,176.0,444.0,472.0,2080.0,429.0,801.0,1174.0,2686.0,655.0,292.0,168.0,20.0,12.0,109.0,68.0,16.0,22.0,27.0,10.0,14.0,56.0,5.0,0.0,12.0,6.0,3.0,2.0,0.0,182.0,35.0,453.0,2481.0,1603.0,11758.0,5776.0,225.0,73.0,84.0,0.0,2012,3,223964,参考第2表(3月),福井県,136.6595,35.6278,22488.0,483.0
145,145,2012-02-01,20360.0,5.0,13.0,21.0,4.0,3.0,86.0,5.0,96.0,8.0,64.0,106.0,111.0,1189.0,397.0,68.0,365.0,919.0,7604.0,16.0,62.0,336.0,1007.0,1555.0,294.0,585.0,1036.0,2518.0,630.0,374.0,106.0,4.0,21.0,29.0,111.0,10.0,16.0,44.0,12.0,6.0,42.0,4.0,10.0,6.0,1.0,14.0,5.0,2.0,227.0,5.0,132.0,1987.0,1414.0,10796.0,5249.0,175.0,78.0,82.0,2.0,2012,2,223964,参考第2表(2月),福井県,136.5901,35.5645,19920.0,440.0
146,146,2012-01-01,19993.0,20.0,12.0,3.0,37.0,6.0,8.0,19.0,79.0,43.0,86.0,139.0,137.0,1049.0,504.0,37.0,271.0,946.0,7569.0,12.0,36.0,393.0,459.0,1447.0,249.0,557.0,1146.0,2583.0,528.0,322.0,322.0,0.0,2.0,35.0,88.0,5.0,38.0,11.0,8.0,6.0,12.0,0.0,9.0,0.0,10.0,0.0,7.0,3.0,509.0,20.0,85.0,2049.0,1290.0,10117.0,5458.0,130.0,63.0,38.0,3.0,2012,1,223964,参考第2表(1月),福井県,136.5455,35.5676,19253.0,740.0
147,147,2011-12-01,27836.0,20.0,0.0,4.0,5.0,19.0,38.0,43.0,28.0,13.0,79.0,143.0,134.0,1330.0,393.0,44.0,262.0,751.0,12171.0,26.0,920.0,549.0,446.0,2326.0,883.0,913.0,1288.0,3012.0,787.0,266.0,49.0,5.0,79.0,226.0,97.0,12.0,17.0,44.0,12.0,2.0,24.0,5.0,1.0,5.0,9.0,0.0,1.0,0.0,91.0,20.0,109.0,2146.0,1977.0,16375.0,6315.0,419.0,75.0,45.0,0.0,2011,12,193873,参考第2表(12月),福井県,136.5061,35.6233,27481.0,355.0
148,148,2011-11-01,30100.0,155.0,2.0,13.0,57.0,20.0,20.0,240.0,45.0,46.0,110.0,251.0,165.0,1542.0,693.0,1227.0,862.0,592.0,7044.0,1018.0,360.0,1611.0,432.0,3346.0,1907.0,658.0,797.0,2852.0,889.0,479.0,91.0,8.0,814.0,301.0,229.0,141.0,62.0,244.0,59.0,6.0,94.0,11.0,4.0,2.0,17.0,6.0,6.0,0.0,201.0,155.0,352.0,3870.0,3041.0,14340.0,5766.0,1493.0,371.0,140.0,0.0,2011,11,193873,参考第2表(11月),福井県,136.6887,35.6057,29528.0,572.0
149,149,2011-10-01,21594.0,42.0,6.0,42.0,36.0,177.0,101.0,103.0,95.0,58.0,254.0,200.0,271.0,1167.0,342.0,1069.0,811.0,456.0,4734.0,484.0,471.0,717.0,854.0,2735.0,552.0,579.0,650.0,2249.0,678.0,195.0,71.0,30.0,100.0,118.0,83.0,97.0,94.0,96.0,38.0,8.0,77.0,4.0,10.0,27.0,16.0,5.0,11.0,0.0,76.0,42.0,465.0,2871.0,2807.0,9592.0,4422.0,428.0,236.0,150.0,0.0,2011,10,193873,参考第2表(10月),福井県,136.923,35.6827,21013.0,581.0
150,150,2011-09-01,26888.0,72.0,39.0,57.0,91.0,130.0,150.0,215.0,102.0,79.0,150.0,370.0,205.0,1677.0,584.0,432.0,898.0,619.0,5475.0,33.0,676.0,1137.0,643.0,4287.0,477.0,624.0,1250.0,3396.0,1401.0,373.0,88.0,11.0,93.0,181.0,107.0,33.0,16.0,59.0,36.0,10.0,40.0,44.0,0.0,10.0,0.0,5.0,54.0,19.0,52.0,72.0,682.0,3200.0,2625.0,12019.0,7132.0,425.0,121.0,153.0,19.0,2011,9,184889,参考第2表(9月),福井県,136.7983,35.56,26448.0,440.0
151,151,2011-08-01,49374.0,33.0,39.0,8.0,80.0,11.0,19.0,56.0,103.0,37.0,99.0,372.0,317.0,3019.0,486.0,325.0,1185.0,742.0,3882.0,95.0,464.0,2041.0,507.0,6909.0,1250.0,1936.0,7511.0,10504.0,3801.0,1426.0,569.0,8.0,21.0,435.0,124.0,28.0,76.0,72.0,41.0,14.0,40.0,3.0,10.0,7.0,8.0,4.0,4.0,2.0,183.0,33.0,213.0,4528.0,2716.0,14589.0,25747.0,616.0,203.0,76.0,2.0,2011,8,184889,参考第2表(8月),福井県,136.3806,35.1895,48723.0,651.0
152,152,2011-07-01,29985.0,31.0,54.0,4.0,125.0,32.0,2.0,79.0,85.0,33.0,84.0,178.0,140.0,1398.0,262.0,537.0,880.0,525.0,5799.0,145.0,562.0,1539.0,274.0,4519.0,713.0,1369.0,2014.0,4916.0,1634.0,748.0,173.0,8.0,58.0,108.0,71.0,237.0,17.0,155.0,39.0,16.0,30.0,4.0,4.0,10.0,16.0,1.0,26.0,1.0,62.0,31.0,296.0,2325.0,2504.0,12844.0,10854.0,482.0,227.0,91.0,1.0,2011,7,184889,参考第2表(7月),福井県,136.4769,35.4138,29655.0,330.0
153,153,2011-06-01,13988.0,18.0,0.0,52.0,83.0,11.0,11.0,28.0,50.0,16.0,17.0,83.0,60.0,618.0,174.0,331.0,415.0,582.0,4429.0,36.0,504.0,323.0,494.0,1263.0,183.0,324.0,586.0,1405.0,441.0,182.0,47.0,19.0,278.0,200.0,67.0,9.0,8.0,73.0,13.0,31.0,12.0,6.0,6.0,5.0,12.0,1.0,0.0,3.0,130.0,18.0,185.0,1054.0,1832.0,6692.0,2985.0,573.0,125.0,42.0,3.0,2011,6,170420,参考第2表(6月),福井県,136.5921,35.6784,13509.0,479.0
154,154,2011-05-01,14776.0,79.0,0.0,51.0,5.0,6.0,46.0,13.0,65.0,17.0,59.0,112.0,79.0,1629.0,219.0,336.0,357.0,375.0,3594.0,70.0,139.0,446.0,149.0,1648.0,310.0,546.0,578.0,1845.0,523.0,209.0,63.0,8.0,42.0,55.0,273.0,19.0,5.0,6.0,18.0,31.0,62.0,2.0,14.0,4.0,5.0,1.0,13.0,0.0,288.0,79.0,121.0,2250.0,1207.0,6147.0,3764.0,397.0,60.0,101.0,0.0,2011,5,170420,参考第2表(5月),福井県,136.7477,35.5705,14126.0,650.0
155,155,2011-04-01,17134.0,30.0,0.0,2.0,14.0,3.0,127.0,2.0,15.0,2.0,15.0,66.0,92.0,963.0,166.0,126.0,221.0,274.0,3309.0,26.0,175.0,306.0,164.0,1099.0,206.0,299.0,395.0,7848.0,415.0,175.0,56.0,0.0,13.0,82.0,21.0,12.0,3.0,63.0,16.0,2.0,7.0,0.0,5.0,0.0,10.0,2.0,3.0,0.0,47.0,30.0,148.0,1345.0,796.0,5084.0,9188.0,128.0,84.0,27.0,0.0,2011,4,170420,参考第2表(4月),福井県,136.2562,35.2405,16830.0,304.0
156,156,2011-03-01,13866.0,11.0,0.0,5.0,5.0,3.0,80.0,6.0,18.0,46.0,21.0,76.0,89.0,1656.0,200.0,43.0,178.0,524.0,3256.0,173.0,94.0,337.0,224.0,1988.0,299.0,425.0,808.0,1972.0,431.0,483.0,53.0,23.0,130.0,15.0,13.0,39.0,14.0,14.0,5.0,6.0,33.0,2.0,5.0,6.0,2.0,0.0,3.0,0.0,54.0,11.0,99.0,2279.0,839.0,6104.0,4172.0,220.0,39.0,51.0,0.0,2011,3,170419,参考第2表(3月),福井県,136.7443,35.4544,13814.0,52.0
157,157,2011-02-01,13685.0,28.0,6.0,0.0,4.0,4.0,12.0,3.0,6.0,10.0,55.0,71.0,71.0,1288.0,438.0,33.0,115.0,370.0,3726.0,158.0,47.0,242.0,221.0,1280.0,406.0,419.0,799.0,2348.0,394.0,697.0,121.0,8.0,3.0,51.0,56.0,7.0,10.0,34.0,5.0,2.0,25.0,8.0,36.0,6.0,2.0,1.0,5.0,2.0,51.0,28.0,29.0,2097.0,565.0,5875.0,4778.0,125.0,51.0,83.0,2.0,2011,2,170419,参考第2表(2月),福井県,136.6106,35.3992,13633.0,52.0
158,158,2011-01-01,13361.0,17.0,3.0,7.0,24.0,2.0,8.0,13.0,20.0,32.0,20.0,139.0,116.0,1241.0,214.0,36.0,142.0,418.0,3396.0,40.0,56.0,264.0,319.0,1448.0,217.0,284.0,739.0,2083.0,353.0,812.0,382.0,0.0,4.0,28.0,100.0,3.0,15.0,135.0,9.0,3.0,42.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,168.0,17.0,57.0,1822.0,652.0,5644.0,4653.0,135.0,162.0,54.0,0.0,2011,1,170419,参考第2表(1月),福井県,136.5892,35.3834,13196.0,165.0
159,159,2010-12-01,16686.0,38.0,5.0,8.0,10.0,19.0,70.0,39.0,32.0,12.0,23.0,70.0,95.0,1172.0,148.0,46.0,124.0,427.0,6583.0,41.0,36.0,331.0,173.0,1854.0,376.0,423.0,901.0,2153.0,423.0,239.0,71.0,8.0,38.0,82.0,129.0,11.0,77.0,94.0,7.0,12.0,49.0,16.0,9.0,8.0,5.0,5.0,10.0,12.0,172.0,38.0,151.0,1593.0,633.0,9317.0,4210.0,268.0,190.0,102.0,12.0,2010,12,136761,参考第2表(12月),福井県,136.4651,35.5409,16514.0,172.0
160,160,2010-11-01,16276.0,58.0,23.0,20.0,29.0,14.0,31.0,28.0,39.0,28.0,49.0,169.0,111.0,868.0,146.0,91.0,121.0,222.0,3615.0,60.0,70.0,257.0,142.0,1122.0,259.0,617.0,795.0,3027.0,1068.0,1000.0,164.0,21.0,110.0,206.0,575.0,37.0,447.0,142.0,172.0,29.0,83.0,15.0,22.0,31.0,12.0,11.0,62.0,10.0,55.0,58.0,145.0,1470.0,504.0,5395.0,6671.0,949.0,790.0,236.0,10.0,2010,11,136761,参考第2表(11月),福井県,136.0318,35.2268,16228.0,48.0
161,161,2010-10-01,11773.0,28.0,13.0,22.0,27.0,25.0,23.0,85.0,99.0,37.0,35.0,119.0,133.0,1066.0,181.0,318.0,192.0,414.0,2045.0,27.0,89.0,510.0,145.0,1291.0,322.0,311.0,681.0,1259.0,655.0,166.0,53.0,14.0,20.0,74.0,519.0,298.0,18.0,40.0,36.0,12.0,41.0,22.0,18.0,20.0,14.0,24.0,18.0,14.0,202.0,28.0,195.0,1697.0,1013.0,4313.0,3125.0,925.0,106.0,157.0,14.0,2010,10,136761,参考第2表(10月),福井県,136.4549,35.4274,11573.0,200.0
162,162,2010-09-01,10774.0,211.0,6.0,7.0,12.0,2.0,25.0,11.0,35.0,35.0,52.0,684.0,84.0,821.0,211.0,163.0,98.0,383.0,1507.0,13.0,56.0,200.0,134.0,1185.0,116.0,306.0,494.0,2001.0,414.0,225.0,20.0,12.0,45.0,17.0,113.0,127.0,10.0,220.0,10.0,7.0,32.0,2.0,6.0,5.0,2.0,2.0,0.0,0.0,208.0,211.0,63.0,1935.0,700.0,3142.0,3460.0,314.0,247.0,49.0,0.0,2010,9,130260,参考第2表(9月),福井県,136.7703,35.5312,10121.0,653.0
163,163,2010-08-01,25944.0,5.0,2.0,0.0,9.0,2.0,0.0,4.0,5.0,2.0,4.0,65.0,38.0,330.0,103.0,34.0,23.0,32.0,121.0,11.0,15.0,15.0,19.0,141.0,13.0,23.0,100.0,167.0,97.0,20.0,6.0,0.0,0.0,17.0,18.0,1.0,5.0,8.0,6.0,13.0,20.0,0.0,5.0,4.0,6.0,0.0,1.0,2.0,145.0,5.0,17.0,558.0,104.0,309.0,413.0,36.0,32.0,36.0,2.0,2010,8,130260,参考第2表(8月),福井県,137.2914,35.412,1512.0,24432.0
164,164,2010-07-01,12947.0,22.0,2.0,15.0,43.0,9.0,19.0,20.0,31.0,14.0,14.0,183.0,77.0,970.0,177.0,51.0,147.0,213.0,1540.0,5.0,45.0,623.0,65.0,1777.0,307.0,346.0,1308.0,2481.0,816.0,339.0,135.0,0.0,2.0,58.0,45.0,3.0,50.0,16.0,6.0,15.0,190.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,101.0,22.0,108.0,1471.0,456.0,4312.0,5425.0,108.0,87.0,210.0,0.0,2010,7,130260,参考第2表(7月),福井県,136.4274,35.2358,12199.0,748.0
165,165,2010-06-01,9131.0,42.0,5.0,38.0,28.0,5.0,2.0,29.0,16.0,5.0,13.0,685.0,58.0,626.0,139.0,78.0,31.0,116.0,1760.0,8.0,38.0,103.0,98.0,819.0,122.0,139.0,362.0,1211.0,162.0,95.0,20.0,4.0,42.0,55.0,47.0,6.0,8.0,9.0,9.0,15.0,62.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,160.0,42.0,107.0,1550.0,263.0,2902.0,1989.0,154.0,41.0,75.0,0.0,2010,6,124967,参考第2表(6月),福井県,136.9106,35.5357,7123.0,2008.0
166,166,2010-05-01,10957.0,30.0,12.0,2.0,11.0,3.0,10.0,11.0,69.0,22.0,28.0,217.0,88.0,1606.0,165.0,240.0,118.0,240.0,1109.0,21.0,119.0,222.0,86.0,713.0,128.0,239.0,459.0,1144.0,343.0,83.0,42.0,0.0,11.0,37.0,144.0,1.0,24.0,22.0,12.0,15.0,26.0,3.0,4.0,7.0,6.0,4.0,6.0,42.0,122.0,30.0,49.0,2216.0,717.0,2258.0,2310.0,193.0,73.0,56.0,42.0,2010,5,124967,参考第2表(5月),福井県,137.084,35.4672,7944.0,3013.0
167,167,2010-04-01,14118.0,19.0,0.0,2.0,14.0,5.0,16.0,5.0,32.0,27.0,9.0,285.0,97.0,1770.0,181.0,895.0,147.0,168.0,1777.0,11.0,35.0,197.0,84.0,1269.0,234.0,274.0,510.0,4703.0,318.0,150.0,76.0,7.0,3.0,31.0,61.0,18.0,16.0,30.0,25.0,19.0,29.0,2.0,6.0,12.0,2.0,0.0,2.0,8.0,233.0,19.0,42.0,2412.0,1245.0,3561.0,6031.0,120.0,90.0,53.0,8.0,2010,4,124967,参考第2表(4月),福井県,136.7653,35.3927,13581.0,537.0
168,168,2010-03-01,15115.0,15.0,3.0,1.0,9.0,2.0,1.0,3.0,12.0,5.0,3.0,105.0,77.0,389.0,125.0,17.0,25.0,60.0,173.0,3.0,18.0,13.0,33.0,148.0,17.0,16.0,65.0,149.0,53.0,22.0,1.0,0.0,1.0,7.0,11.0,4.0,8.0,3.0,24.0,5.0,8.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,55.0,15.0,19.0,719.0,120.0,384.0,306.0,23.0,40.0,18.0,0.0,2010,3,117733,参考第1表(3月),福井県,137.7264,35.5761,1644.0,13471.0
169,169,2010-02-01,15651.0,18.0,2.0,0.0,2.0,1.0,7.0,1.0,26.0,25.0,15.0,151.0,101.0,916.0,210.0,411.0,247.0,262.0,4345.0,7.0,49.0,681.0,1093.0,1389.0,379.0,438.0,824.0,2501.0,416.0,274.0,75.0,5.0,0.0,17.0,37.0,5.0,347.0,6.0,9.0,10.0,24.0,4.0,10.0,0.0,1.0,8.0,2.0,0.0,97.0,18.0,13.0,1451.0,969.0,7887.0,4528.0,64.0,372.0,49.0,0.0,2010,2,117733,参考第1表(2月),福井県,136.6403,35.4443,15351.0,300.0
170,170,2010-01-01,13900.0,20.0,5.0,2.0,8.0,2.0,3.0,5.0,11.0,10.0,13.0,139.0,85.0,550.0,129.0,21.0,52.0,129.0,1711.0,11.0,29.0,67.0,107.0,316.0,85.0,142.0,215.0,497.0,212.0,73.0,2.0,0.0,0.0,41.0,10.0,0.0,4.0,27.0,8.0,5.0,29.0,2.0,0.0,3.0,7.0,1.0,2.0,1.0,19.0,20.0,25.0,948.0,231.0,2286.0,1141.0,51.0,44.0,44.0,1.0,2010,1,117733,参考第1表(1月),福井県,136.8399,35.5897,4791.0,9109.0
171,171,2009-12-01,38725.0,24.0,5.0,14.0,3.0,3.0,6.0,8.0,42.0,21.0,48.0,147.0,113.0,1398.0,215.0,75.0,509.0,1027.0,19322.0,76.0,347.0,885.0,358.0,3744.0,724.0,1521.0,1774.0,3914.0,727.0,526.0,74.0,5.0,6.0,76.0,77.0,29.0,21.0,190.0,23.0,12.0,36.0,6.0,5.0,10.0,2.0,8.0,1.0,0.0,219.0,24.0,39.0,2060.0,1958.0,25033.0,8536.0,193.0,246.0,68.0,0.0,2009,12,59523,参考第1表（12月）,福井県,136.3883,35.6413,38157.0,568.0
172,172,2009-11-01,38701.0,52.0,13.0,22.0,60.0,40.0,59.0,407.0,84.0,102.0,222.0,284.0,250.0,1905.0,412.0,515.0,1342.0,780.0,10389.0,170.0,1654.0,1156.0,531.0,4338.0,1228.0,1410.0,1505.0,4819.0,1881.0,708.0,179.0,55.0,386.0,266.0,227.0,83.0,43.0,239.0,70.0,18.0,100.0,16.0,11.0,62.0,27.0,38.0,2.0,17.0,122.0,52.0,601.0,3429.0,4291.0,17642.0,10502.0,1017.0,370.0,256.0,17.0,2009,11,59523,参考第1表（11月）,福井県,136.5603,35.5534,38177.0,524.0
173,173,2009-10-01,29451.0,362.0,73.0,6.0,44.0,10.0,88.0,209.0,145.0,44.0,62.0,218.0,204.0,1430.0,299.0,1037.0,1084.0,789.0,7712.0,103.0,488.0,1000.0,316.0,2989.0,893.0,977.0,1180.0,3628.0,874.0,404.0,433.0,46.0,84.0,108.0,436.0,63.0,59.0,240.0,49.0,25.0,259.0,58.0,20.0,235.0,10.0,32.0,20.0,5.0,208.0,362.0,430.0,2505.0,3398.0,12910.0,7496.0,737.0,373.0,634.0,5.0,2009,10,59523,参考第1表（10月）,福井県,136.52,35.6374,28850.0,601.0
174,174,2009-09-01,18114.0,41.0,51.0,12.0,37.0,56.0,95.0,67.0,54.0,16.0,148.0,186.0,154.0,1162.0,423.0,263.0,423.0,442.0,3778.0,20.0,199.0,446.0,355.0,1568.0,373.0,583.0,1011.0,3350.0,978.0,384.0,81.0,33.0,21.0,120.0,127.0,29.0,48.0,110.0,101.0,6.0,58.0,13.0,0.0,50.0,1.0,4.0,4.0,0.0,200.0,41.0,318.0,2163.0,1327.0,6520.0,6387.0,330.0,265.0,130.0,0.0,2009,9,59524,参考第1表（9月）,福井県,136.5648,35.4517,17481.0,633.0
175,175,2009-08-01,38231.0,57.0,2.0,18.0,19.0,2.0,10.0,81.0,63.0,30.0,49.0,181.0,158.0,1744.0,369.0,203.0,388.0,858.0,3768.0,17.0,226.0,1518.0,298.0,4479.0,858.0,2031.0,3794.0,10775.0,2949.0,1395.0,422.0,6.0,26.0,625.0,80.0,10.0,38.0,57.0,43.0,34.0,24.0,9.0,8.0,1.0,3.0,0.0,3.0,1.0,96.0,57.0,132.0,2611.0,1675.0,10921.0,21366.0,747.0,172.0,48.0,1.0,2009,8,59524,参考第1表（8月）,福井県,136.2083,35.1429,37730.0,501.0
176,176,2009-07-01,25020.0,21.0,3.0,19.0,27.0,5.0,38.0,76.0,32.0,33.0,75.0,98.0,145.0,1155.0,210.0,269.0,429.0,299.0,5881.0,7.0,95.0,800.0,408.0,2386.0,428.0,975.0,2422.0,5458.0,1586.0,526.0,271.0,11.0,11.0,72.0,45.0,24.0,27.0,8.0,100.0,24.0,28.0,6.0,2.0,12.0,2.0,0.0,4.0,5.0,86.0,21.0,168.0,1755.0,1092.0,9903.0,11238.0,163.0,159.0,54.0,5.0,2009,7,59524,参考第1表（7月）,福井県,136.3247,35.3301,24558.0,462.0
